Index,feature_id,mz,rt,TIC,charge,status
352,1926.0,1002.2487,466.542,2150600.0,1.0,singleton
353,1928.0,226.0123,341.061,349700.0,1.0,singleton
354,1929.0,178.1219,366.259,298900.0,1.0,singleton
355,1931.0,183.0994,47.098,783500.0,1.0,singleton
356,1932.0,215.1256,67.145,125500.0,1.0,singleton
357,1934.0,558.1731,370.578,217100.0,1.0,singleton
358,1935.0,244.2272,163.537,218500.0,1.0,singleton
359,1936.0,258.2794,243.929,181800.0,1.0,singleton
360,1937.0,243.1356,255.561,77900.0,1.0,singleton
361,1938.0,952.3014,471.891,191000.0,1.0,singleton
362,1940.0,181.0142,340.962,955900.0,1.0,singleton
363,1942.0,266.2113,255.824,45800.0,1.0,singleton
364,1943.0,274.2741,262.507,7322000.0,1.0,singleton
365,1944.0,140.0682,154.907,233300.0,1.0,singleton
366,1946.0,520.3332,85.068,1180000.0,1.0,singleton
367,1947.0,476.3067,79.799,510800.0,1.0,singleton
368,1948.0,195.0653,152.432,1137000.0,1.0,singleton
369,1949.0,582.1526,462.118,674600.0,1.0,singleton
370,1950.0,434.17,292.991,36400.0,1.0,singleton
371,1951.0,147.0659,457.236,212200.0,1.0,singleton
372,1953.0,763.2186,464.961,2974700.0,1.0,singleton
373,1954.0,238.1801,255.723,245500.0,1.0,precursor
374,1955.0,249.185,265.542,264700.0,1.0,singleton
375,1957.0,330.2642,237.935,43900.0,1.0,singleton
376,1960.0,296.256,195.579,72200.0,1.0,singleton
377,1963.0,308.2586,310.336,481100.0,1.0,singleton
378,1964.0,873.1602,457.754,131000.0,1.0,singleton
379,1965.0,588.4324,236.488,174400.0,1.0,singleton
380,1966.0,300.2018,53.557,341300.0,1.0,singleton
381,1967.0,182.9851,215.71,526300.0,1.0,singleton
382,1968.0,330.3367,260.4,287700.0,1.0,singleton
383,1969.0,494.1734,382.458,487000.0,1.0,singleton
384,1970.0,399.2515,342.366,234000.0,1.0,singleton
385,1971.0,695.3577,356.33,642500.0,1.0,singleton
386,1973.0,418.2808,214.286,206000.0,1.0,singleton
387,1974.0,212.1645,322.46,267200.0,1.0,singleton
388,1975.0,371.1014,293.027,210700.0,1.0,singleton
389,1976.0,319.2249,298.767,126400.0,1.0,singleton
390,1977.0,143.9969,298.629,987700.0,1.0,fragment
391,1979.0,519.1398,370.279,262800.0,1.0,singleton
392,1980.0,268.0855,106.172,270200.0,1.0,singleton
393,1981.0,399.1473,279.21,236600.0,1.0,singleton
394,1983.0,195.0653,265.154,744700.0,1.0,singleton
395,1984.0,508.1892,421.649,460400.0,1.0,singleton
396,1985.0,269.1724,82.126,134900.0,1.0,singleton
397,1986.0,205.0861,289.633,708200.0,1.0,fragment
398,1987.0,273.2537,181.33,365300.0,1.0,precursor
399,1989.0,406.1385,292.952,277100.0,1.0,singleton
400,1990.0,332.2798,311.909,59400.0,1.0,singleton
401,1992.0,387.0592,210.428,551200.0,1.0,singleton
402,1993.0,614.1814,394.56,1093000.0,1.0,precursor
403,1994.0,297.0828,245.745,307900.0,1.0,singleton
404,1995.0,873.2663,456.747,58900.0,1.0,singleton
405,1996.0,245.0788,193.985,70800.0,1.0,singleton
406,1997.0,355.0695,370.294,247300.0,1.0,fragment
407,1998.0,246.2429,267.542,1508100.0,1.0,singleton
408,1999.0,786.2536,464.624,107900.0,1.0,singleton
409,2000.0,304.2484,311.929,367700.0,1.0,precursor
410,2001.0,242.2843,164.433,4006000.0,1.0,singleton
411,2002.0,317.1152,290.0,32000.0,1.0,singleton
412,2003.0,359.1471,284.998,120800.0,1.0,singleton
413,2004.0,251.1854,304.652,249700.0,1.0,singleton
414,2005.0,332.9162,374.161,507800.0,1.0,singleton
415,2007.0,358.2953,280.795,47800.0,1.0,singleton
416,2008.0,596.223,410.282,49300.0,1.0,singleton
417,2009.0,379.249,105.416,126500.0,2.0,singleton
418,2010.0,409.3836,433.13,94990000.0,1.0,singleton
419,2011.0,314.9426,368.412,4202000.0,1.0,singleton
420,2012.0,385.2951,253.624,153600.0,1.0,singleton
421,2013.0,336.2899,304.704,58200.0,1.0,singleton
422,2014.0,230.2479,263.668,369400.0,1.0,singleton
423,2015.0,358.368,289.496,186700.0,1.0,singleton
424,2016.0,266.2327,184.498,262900.0,1.0,singleton
425,2017.0,369.1253,306.359,207700.0,1.0,singleton
426,2018.0,458.3484,309.294,328600.0,1.0,singleton
427,2019.0,267.172,296.092,406000.0,1.0,singleton
428,2020.0,402.3579,316.453,330000.0,1.0,singleton
429,2021.0,314.9436,380.181,3037700.0,1.0,singleton
430,2022.0,425.2897,345.939,473300.0,1.0,singleton
431,2023.0,199.1696,312.097,250900.0,1.0,fragment
432,2024.0,378.3217,255.692,276900.0,1.0,singleton
433,2026.0,376.0603,267.632,84900.0,1.0,singleton
434,2029.0,414.3225,275.771,131000.0,1.0,singleton
435,2030.0,151.0966,28.224,174600.0,1.0,singleton
436,2031.0,414.1832,310.484,68100.0,1.0,singleton
437,2033.0,218.2117,215.521,470800.0,1.0,singleton
438,2034.0,402.2335,69.32,184300.0,1.0,singleton
439,2035.0,299.184,207.304,93500.0,1.0,singleton
440,2037.0,459.3828,372.726,790800.0,1.0,singleton
441,2038.0,443.2061,297.158,514600.0,1.0,singleton
